
Intensity Min Ch=9 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
0.044387,,Surface,9,Image 1,1,1000190005,190005,
0.060326,,Surface,9,Image 1,1,1000190006,190006,
0.0190768,,Surface,9,Image 1,1,1000190007,190007,
0.0050098,,Surface,9,Image 1,1,1000190008,190008,
0.00708493,,Surface,9,Image 1,1,1000190009,190009,
0.0342476,,Surface,9,Image 1,1,1000190010,190010,
0.078237,,Surface,9,Image 1,1,1000190011,190011,
0.0252463,,Surface,9,Image 1,1,1000190012,190012,
0.0177123,,Surface,9,Image 1,1,1000190013,190013,
0.0549938,,Surface,9,Image 1,1,1000190014,190014,
0.0392064,,Surface,9,Image 1,1,1000190015,190015,
0.00354246,,Surface,9,Image 1,1,1000190016,190016,
0.0276675,,Surface,9,Image 1,1,1000190017,190017,
0.0177123,,Surface,9,Image 1,1,1000190018,190018,
0.0050098,,Surface,9,Image 1,1,1000190019,190019,
0.0302668,,Surface,9,Image 1,1,1000190020,190020,
0.0141699,,Surface,9,Image 1,1,1000190021,190021,
0.0361262,,Surface,9,Image 1,1,1000190022,190022,
0.0320784,,Surface,9,Image 1,1,1000190023,190023,
0.0426569,,Surface,9,Image 1,1,1000190024,190024,
0.0415166,,Surface,9,Image 1,1,1000190025,190025,
0.053173,,Surface,9,Image 1,1,1000190026,190026,
0.015981,,Surface,9,Image 1,1,1000190027,190027,
0.0381535,,Surface,9,Image 1,1,1000190028,190028,
0.0551078,,Surface,9,Image 1,1,1000190029,190029,
0.0212807,,Surface,9,Image 1,1,1000190030,190030,
0.0200392,,Surface,9,Image 1,1,1000190031,190031,
0.0414635,,Surface,9,Image 1,1,1000190032,190032,
0.021777,,Surface,9,Image 1,1,1000190033,190033,
0.0158424,,Surface,9,Image 1,1,1000190034,190034,
0.0155208,,Surface,9,Image 1,1,1000190035,190035,
0.00105,,Surface,9,Image 1,1,1000190036,190036,
0.0381535,,Surface,9,Image 1,1,1000190037,190037,
0.025049,,Surface,9,Image 1,1,1000190038,190038,
0.00708493,,Surface,9,Image 1,1,1000190039,190039,
0.0269786,,Surface,9,Image 1,1,1000190040,190040,
0.00354246,,Surface,9,Image 1,1,1000190041,190041,
0.046052,,Surface,9,Image 1,1,1000190042,190042,
0.0138094,,Surface,9,Image 1,1,1000190043,190043,
0.0403903,,Surface,9,Image 1,1,1000190044,190044,
0.046052,,Surface,9,Image 1,1,1000190045,190045,
0.0727535,,Surface,9,Image 1,1,1000190046,190046,
0.0251369,,Surface,9,Image 1,1,1000190047,190047,
0.00354246,,Surface,9,Image 1,1,1000190048,190048,
0.00411814,,Surface,9,Image 1,1,1000190049,190049,
0.00105,,Surface,9,Image 1,1,1000190050,190050,
0.0112023,,Surface,9,Image 1,1,1000190051,190051,
0.0212548,,Surface,9,Image 1,1,1000190052,190052,
0.00792119,,Surface,9,Image 1,1,1000190053,190053,
0.0364719,,Surface,9,Image 1,1,1000190054,190054,
0.021548,,Surface,9,Image 1,1,1000190055,190055,
0.046052,,Surface,9,Image 1,1,1000190056,190056,
0.0230684,,Surface,9,Image 1,1,1000190057,190057,
0.046052,,Surface,9,Image 1,1,1000190058,190058,
0.00708493,,Surface,9,Image 1,1,1000190059,190059,
0.0349101,,Surface,9,Image 1,1,1000190060,190060,
0.0300588,,Surface,9,Image 1,1,1000190061,190061,
0,,Surface,9,Image 1,1,1000190062,190062,
0.00354246,,Surface,9,Image 1,1,1000190063,190063,
0.0269786,,Surface,9,Image 1,1,1000190064,190064,
0.00792119,,Surface,9,Image 1,1,1000190065,190065,
0.0112023,,Surface,9,Image 1,1,1000190066,190066,
0.0106274,,Surface,9,Image 1,1,1000190067,190067,
0.0206559,,Surface,9,Image 1,1,1000190068,190068,
0.00354246,,Surface,9,Image 1,1,1000190069,190069,
0,,Surface,9,Image 1,1,1000190070,190070,
0.00354246,,Surface,9,Image 1,1,1000190071,190071,
0.0050098,,Surface,9,Image 1,1,1000190072,190072,
0.00708493,,Surface,9,Image 1,1,1000190073,190073,
0.0235291,,Surface,9,Image 1,1,1000190074,190074,
0.00354246,,Surface,9,Image 1,1,1000190075,190075,
0,,Surface,9,Image 1,1,1000190076,190076,
0.00354246,,Surface,9,Image 1,1,1000190077,190077,
0.021548,,Surface,9,Image 1,1,1000190078,190078,
0.0050098,,Surface,9,Image 1,1,1000190079,190079,
0.0177123,,Surface,9,Image 1,1,1000190080,190080,
0.0283397,,Surface,9,Image 1,1,1000190081,190081,
0.0218936,,Surface,9,Image 1,1,1000190082,190082,
0.0127725,,Surface,9,Image 1,1,1000190083,190083,
0.0356013,,Surface,9,Image 1,1,1000190084,190084,
0.00354246,,Surface,9,Image 1,1,1000190085,190085,
0.0141699,,Surface,9,Image 1,1,1000190086,190086,
0.0050098,,Surface,9,Image 1,1,1000190087,190087,
0.00819483,,Surface,9,Image 1,1,1000190088,190088,
0.0426569,,Surface,9,Image 1,1,1000190089,190089,
0.046052,,Surface,9,Image 1,1,1000190090,190090,
0.0276675,,Surface,9,Image 1,1,1000190091,190091,
0.0288674,,Surface,9,Image 1,1,1000190092,190092,
0.00591782,,Surface,9,Image 1,1,1000190093,190093,
0.0073896,,Surface,9,Image 1,1,1000190094,190094,
0.0403903,,Surface,9,Image 1,1,1000190095,190095,
0,,Surface,9,Image 1,1,1000190096,190096,
0.0200392,,Surface,9,Image 1,1,1000190097,190097,
0,,Surface,9,Image 1,1,1000190098,190098,
0,,Surface,9,Image 1,1,1000190099,190099,
0.0206559,,Surface,9,Image 1,1,1000190100,190100,
0.0300588,,Surface,9,Image 1,1,1000190101,190101,
0.0036948,,Surface,9,Image 1,1,1000190102,190102,
0.00792119,,Surface,9,Image 1,1,1000190103,190103,
0.0492135,,Surface,9,Image 1,1,1000190104,190104,
0.00105,,Surface,9,Image 1,1,1000190105,190105,
0.014606,,Surface,9,Image 1,1,1000190106,190106,
0.00708493,,Surface,9,Image 1,1,1000190107,190107,
0.0300588,,Surface,9,Image 1,1,1000190108,190108,
0.00354246,,Surface,9,Image 1,1,1000190109,190109,
0.0253987,,Surface,9,Image 1,1,1000190110,190110,
0.0258109,,Surface,9,Image 1,1,1000190111,190111,
0.00105,,Surface,9,Image 1,1,1000190112,190112,
